epoch,loss,lr,val_loss
0,10950.9580078125,0.001,11318.5078125
1,2976.825927734375,0.001,2632.09619140625
2,1803.8643798828125,0.001,2579.655517578125
3,1690.3603515625,0.001,2576.101806640625
4,1614.994873046875,0.001,2460.473388671875
5,1592.531494140625,0.001,2255.35888671875
6,1563.3695068359375,0.001,2283.08642578125
7,1518.58544921875,0.001,2446.89111328125
8,1509.24755859375,0.001,2467.60107421875
9,1453.0159912109375,0.00067000004,2401.395263671875
10,1452.0906982421875,0.00067000004,2554.20166015625
11,1453.178466796875,0.00067000004,2433.764404296875
12,1457.7220458984375,0.0004489,2424.617431640625
13,1446.093505859375,0.0004489,2352.015869140625
14,1425.6820068359375,0.0004489,2347.654052734375
15,1421.3507080078125,0.000300763,2507.394287109375
16,1414.656982421875,0.000300763,2395.916748046875
17,1422.7840576171875,0.000300763,2466.18603515625
18,1409.362060546875,0.00020151121,2491.464111328125
19,1434.7298583984375,0.00020151121,2460.347412109375
20,1408.68798828125,0.00020151121,2406.933349609375
21,1408.955078125,0.00013501251,2376.425537109375
22,1395.796630859375,0.00013501251,2404.32080078125
23,1412.3673095703125,0.00013501251,2473.849365234375
24,1388.3682861328125,9.045838e-05,2404.084228515625
25,1409.3785400390625,9.045838e-05,2440.567626953125
26,1399.922607421875,9.045838e-05,2487.677734375
27,1390.694091796875,6.0607115e-05,2453.89404296875
28,1396.2899169921875,6.0607115e-05,2479.663818359375
29,1394.810302734375,6.0607115e-05,2455.6689453125
30,1396.437255859375,4.0606767e-05,2460.72802734375
31,1409.1510009765625,4.0606767e-05,2467.35009765625
32,1380.533935546875,4.0606767e-05,2436.2275390625
33,1395.8155517578125,2.7206534e-05,2456.8916015625
34,1403.653564453125,2.7206534e-05,2459.6474609375
35,1396.825927734375,2.7206534e-05,2454.77978515625
36,1399.4466552734375,1.8228377e-05,2465.10498046875
37,1400.8951416015625,1.8228377e-05,2457.188232421875
38,1385.3787841796875,1.8228377e-05,2458.239013671875
39,1399.994384765625,1.2213012e-05,2452.20849609375
