epoch,loss,lr,val_loss
0,7249.4580078125,0.001,6293.3046875
1,2098.38671875,0.001,2869.293212890625
2,1184.237548828125,0.001,2325.98779296875
3,961.3232421875,0.001,2011.62109375
4,815.3614501953125,0.001,1906.99267578125
5,721.249267578125,0.001,1855.4208984375
6,665.1653442382812,0.001,1940.51611328125
7,617.4891357421875,0.001,1820.8057861328125
8,572.1296997070312,0.001,1869.9473876953125
9,538.9222412109375,0.001,2023.9937744140625
10,506.97265625,0.001,2010.1058349609375
11,465.2853088378906,0.00090000004,2111.3291015625
12,439.9720153808594,0.00090000004,2155.315673828125
13,403.734375,0.00090000004,2181.14990234375
14,376.8250732421875,0.00081000006,2259.26025390625
15,355.1929931640625,0.00081000006,2237.3037109375
16,335.8298645019531,0.00081000006,2158.68798828125
17,311.7555236816406,0.0007290001,2245.306640625
18,308.5550231933594,0.0007290001,2258.321533203125
19,282.23992919921875,0.0007290001,2417.602294921875
20,272.5916442871094,0.00065610005,2279.87890625
21,255.1497039794922,0.00065610005,2496.75537109375
22,248.3213348388672,0.00065610005,2304.41650390625
