epoch,loss,lr,signal_efficiency,specificity_at_sensitivity_11,val_loss,val_signal_efficiency,val_specificity_at_sensitivity_11
0,0.44971075654029846,0.001,0.10866381227970123,0.14551733434200287,0.36487749218940735,0.35762399435043335,0.35123616456985474
1,0.2784290611743927,0.001,0.49228957295417786,0.5255315899848938,0.2341134250164032,0.609663188457489,0.7276877164840698
2,0.2072819173336029,0.001,0.6670591235160828,0.7916654944419861,0.1765381395816803,0.7138553261756897,0.8866452574729919
3,0.1693805605173111,0.001,0.7412629723548889,0.9009219408035278,0.14823144674301147,0.7641324400901794,0.9435170888900757
4,0.1464197337627411,0.00090000004,0.7774172425270081,0.9434108734130859,0.13344117999076843,0.7863293886184692,0.9586360454559326
5,0.13220563530921936,0.00090000004,0.7989259958267212,0.963813304901123,0.12224496155977249,0.8079010844230652,0.9726452231407166
6,0.12138216197490692,0.00090000004,0.8121643662452698,0.9753960371017456,0.1140754297375679,0.8227937817573547,0.9800301790237427
7,0.11383293569087982,0.00081000006,0.8224736452102661,0.9820465445518494,0.10781310498714447,0.8324570059776306,0.9830334186553955
8,0.10742969065904617,0.00081000006,0.8292794823646545,0.9855515956878662,0.10241557657718658,0.8403865098953247,0.9864427447319031
9,0.10261780768632889,0.00081000006,0.8366309404373169,0.9880120158195496,0.0979653000831604,0.8448770642280579,0.9876726269721985
10,0.09845419973134995,0.0007290001,0.8421732783317566,0.9899015426635742,0.09469804167747498,0.8491970896720886,0.989571750164032
11,0.094745934009552,0.0007290001,0.8439537286758423,0.9910889267921448,0.09181050211191177,0.85161292552948,0.9907616376876831
12,0.09176122397184372,0.0007290001,0.8472848534584045,0.9921563863754272,0.08897624164819717,0.8550518751144409,0.9914079904556274
13,0.08963719755411148,0.00065610005,0.8472848534584045,0.9930127263069153,0.0869382843375206,0.8601108193397522,0.9933357834815979
14,0.0874011218547821,0.00065610005,0.8518794775009155,0.9938575625419617,0.08486424386501312,0.8622708320617676,0.993890643119812
15,0.0855162963271141,0.00065610005,0.8527984619140625,0.9944398403167725,0.08310258388519287,0.8647434711456299,0.9944169521331787
16,0.08395767956972122,0.00059049006,0.8568761944770813,0.9944683909416199,0.08132733404636383,0.8666477203369141,0.9949031472206116
17,0.08243463933467865,0.00059049006,0.8567326068878174,0.9947766661643982,0.07980624586343765,0.8678414225578308,0.9949489235877991
18,0.08101224154233932,0.00059049006,0.8640553951263428,0.9952504634857178,0.0781395435333252,0.870342493057251,0.9956982731819153
19,0.07947587966918945,0.00053144107,0.8611837029457092,0.9953646063804626,0.07702527940273285,0.8725877404212952,0.9961673617362976
20,0.07830168306827545,0.00053144107,0.8660942316055298,0.9956443309783936,0.07582096010446548,0.8732698559761047,0.9962760210037231
21,0.07708761096000671,0.00053144107,0.8655773401260376,0.9959354996681213,0.07464436441659927,0.8762540817260742,0.9965792298316956
22,0.07580216974020004,0.00047829695,0.8666685819625854,0.9962266087532043,0.07345391809940338,0.8775046467781067,0.9968481063842773
23,0.0747905820608139,0.00047829695,0.8684490323066711,0.9963579177856445,0.07208680361509323,0.8787551522254944,0.9970139861106873
24,0.0732332095503807,0.00047829695,0.8717226982116699,0.9967917799949646,0.0708196684718132,0.8832172751426697,0.9974715709686279
25,0.0720178559422493,0.00043046725,0.8763173818588257,0.9970828890800476,0.06981237977743149,0.8834446668624878,0.9977347254753113
26,0.07099378108978271,0.00043046725,0.8771788477897644,0.9972598552703857,0.06875516474246979,0.8855762481689453,0.9979120492935181
27,0.06979299336671829,0.00043046725,0.8764896988868713,0.997277021408081,0.06759863346815109,0.8860878348350525,0.9979692697525024
28,0.06892828643321991,0.00038742053,0.8798782229423523,0.9974139928817749,0.0667688325047493,0.8891004920005798,0.9982038140296936
29,0.06770862638950348,0.00038742053,0.8813140988349915,0.9977108836174011,0.06553324311971664,0.8911752104759216,0.998375415802002
30,0.06682905554771423,0.00038742053,0.8847313523292542,0.9978764057159424,0.0645764172077179,0.8927099704742432,0.9985470175743103
31,0.06555777788162231,0.00034867847,0.8847600817680359,0.998059093952179,0.06365872174501419,0.8941594362258911,0.9986156821250916
32,0.0646333321928978,0.00034867847,0.8860810399055481,0.9982588887214661,0.06207558512687683,0.8972289562225342,0.9988788366317749
33,0.06391153484582901,0.00034867847,0.8870860934257507,0.9982474446296692,0.06205713748931885,0.8973710536956787,0.998867392539978
34,0.06285751610994339,0.00031381063,0.8880337476730347,0.9983559250831604,0.06072592735290527,0.8995026350021362,0.9989932179450989
35,0.062442317605018616,0.00031381063,0.8878901600837708,0.9982189536094666,0.05977652594447136,0.9019468426704407,0.9991590976715088
36,0.061035290360450745,0.00031381063,0.8933176398277283,0.9985899925231934,0.05826638266444206,0.9057268500328064,0.999279260635376
37,0.06032756343483925,0.00028242957,0.8944088816642761,0.9987326860427856,0.0577414333820343,0.9064658284187317,0.9993306994438171
38,0.05955730378627777,0.00028242957,0.8955575227737427,0.9987441301345825,0.056821368634700775,0.9082563519477844,0.9994165301322937
39,0.05905790627002716,0.00028242957,0.8972231149673462,0.99882972240448,0.056379448622465134,0.909478485584259,0.9994394183158875
