epoch,loss,lr,val_loss
0,2682.7587890625,0.001,2135.157470703125
1,1326.4005126953125,0.001,2180.48583984375
2,1188.27294921875,0.001,2052.6376953125
3,1063.166259765625,0.001,1751.0167236328125
4,914.4301147460938,0.001,2058.216796875
5,838.165283203125,0.001,2175.834716796875
6,740.6187133789062,0.001,1949.2015380859375
7,661.7263793945312,0.00067000004,2217.27685546875
8,609.5621948242188,0.00067000004,2086.7841796875
9,559.75537109375,0.00067000004,1933.6544189453125
10,521.4548950195312,0.0004489,2111.9521484375
11,506.0555419921875,0.0004489,2030.441650390625
12,489.0600891113281,0.0004489,2065.800048828125
13,470.82049560546875,0.000300763,2188.33154296875
14,453.04022216796875,0.000300763,2133.948974609375
15,441.66796875,0.000300763,2226.696533203125
16,422.56903076171875,0.00020151121,2153.739013671875
17,427.2024841308594,0.00020151121,2237.877685546875
18,421.3948669433594,0.00020151121,2287.563232421875
19,406.780517578125,0.00013501251,2171.451416015625
20,407.5306396484375,0.00013501251,2196.638671875
21,392.76495361328125,0.00013501251,2127.921630859375
