epoch,loss,lr,val_loss
0,9621.7841796875,0.001,6432.44384765625
1,2043.5240478515625,0.001,2668.838623046875
2,1603.22998046875,0.001,2485.00146484375
3,1525.259521484375,0.001,2365.885009765625
4,1472.609375,0.001,2276.710693359375
5,1446.808349609375,0.001,2283.516845703125
6,1400.0550537109375,0.001,2360.495361328125
7,1342.7286376953125,0.001,2327.00439453125
8,1330.3231201171875,0.00067000004,2223.4755859375
9,1303.546630859375,0.00067000004,2128.80322265625
10,1261.7333984375,0.00067000004,2160.427490234375
11,1249.0142822265625,0.00067000004,2236.09814453125
12,1260.337646484375,0.00067000004,2241.414794921875
13,1239.7032470703125,0.0004489,2220.6123046875
14,1223.9088134765625,0.0004489,2196.987548828125
15,1208.7984619140625,0.0004489,2149.75146484375
16,1191.2830810546875,0.000300763,2182.783447265625
17,1190.4468994140625,0.000300763,2218.292724609375
18,1163.9849853515625,0.000300763,2223.569091796875
19,1175.55615234375,0.00020151121,2209.251953125
20,1165.4107666015625,0.00020151121,2265.415771484375
21,1162.8690185546875,0.00020151121,2149.812255859375
22,1155.843505859375,0.00013501251,2265.609375
23,1151.942626953125,0.00013501251,2254.060302734375
24,1162.4168701171875,0.00013501251,2254.4140625
25,1168.6114501953125,9.045838e-05,2222.57568359375
26,1159.649658203125,9.045838e-05,2240.45263671875
27,1146.2025146484375,9.045838e-05,2274.00927734375
28,1156.9332275390625,6.0607115e-05,2197.155517578125
29,1136.4342041015625,6.0607115e-05,2228.01806640625
30,1113.7901611328125,6.0607115e-05,2238.306884765625
31,1141.9420166015625,4.0606767e-05,2216.3095703125
32,1140.823974609375,4.0606767e-05,2241.896240234375
33,1127.9801025390625,4.0606767e-05,2240.226806640625
34,1130.75048828125,2.7206534e-05,2227.564697265625
35,1127.34814453125,2.7206534e-05,2244.28857421875
36,1121.3050537109375,2.7206534e-05,2247.106689453125
37,1147.230712890625,1.8228377e-05,2250.20703125
38,1128.8973388671875,1.8228377e-05,2247.833740234375
39,1112.121826171875,1.8228377e-05,2236.0859375
