epoch,loss,lr,signal_efficiency,specificity_at_sensitivity_13,val_loss,val_signal_efficiency,val_specificity_at_sensitivity_13
0,0.05204329639673233,0.00043046725,0.906670868396759,0.999229371547699,0.04644838348031044,0.9341480731964111,0.9998570084571838
1,0.050759728997945786,0.00043046725,0.9078482389450073,0.9994177222251892,0.04627354443073273,0.9343186020851135,0.9998570084571838
2,0.050625257194042206,0.00043046725,0.9057519435882568,0.9992806911468506,0.048617325723171234,0.9334090948104858,0.9998570084571838
3,0.04980436712503433,0.00043046725,0.9130460023880005,0.999474823474884,0.05212573707103729,0.9322722554206848,0.9998570084571838
4,0.05024292320013046,0.00043046725,0.9111219644546509,0.999497652053833,0.04604548588395119,0.9357396364212036,0.9998913407325745
5,0.04921194538474083,0.00043046725,0.9131895303726196,0.9995262026786804,0.04933394491672516,0.9336933493614197,0.999885618686676
6,0.04956677183508873,0.00043046725,0.9115239977836609,0.9994234442710876,0.04979530721902847,0.9340344071388245,0.999885618686676
7,0.049194883555173874,0.00038742053,0.9091405272483826,0.9994576573371887,0.04482879862189293,0.9372175931930542,0.9998970627784729
8,0.04943110793828964,0.00038742053,0.9094563722610474,0.9993777871131897,0.046661317348480225,0.9364217519760132,0.999908447265625
9,0.049145422875881195,0.00038742053,0.9112655520439148,0.9994519948959351,0.046158794313669205,0.937302827835083,0.9999141693115234
10,0.04968521371483803,0.00034867847,0.9111219644546509,0.9994234442710876,0.04491443932056427,0.9380701780319214,0.9999198913574219
11,0.049151211977005005,0.00034867847,0.9117249846458435,0.9994348287582397,0.04544198140501976,0.9375585913658142,0.9999198913574219
12,0.04871055483818054,0.00034867847,0.9131034016609192,0.9994462728500366,0.04465586319565773,0.9378712773323059,0.9999198913574219
13,0.04730166122317314,0.00031381063,0.9188179969787598,0.9995946884155273,0.04282147437334061,0.9388375878334045,0.9999198913574219
14,0.048068758100271225,0.00031381063,0.9126726388931274,0.9994348287582397,0.04462936893105507,0.9386386275291443,0.9999198913574219
15,0.04710458219051361,0.00031381063,0.9161186814308167,0.9996004104614258,0.046789299696683884,0.937842845916748,0.9999198913574219
16,0.0483572781085968,0.00028242957,0.9141085147857666,0.9994862079620361,0.04548603668808937,0.9380133748054504,0.9999198913574219
17,0.04835135489702225,0.00028242957,0.9110358357429504,0.9994291663169861,0.04525270685553551,0.9380418062210083,0.9999198913574219
18,0.048117462545633316,0.00028242957,0.9177554845809937,0.9995775818824768,0.04487231746315956,0.93869549036026,0.9999198913574219
19,0.04738019406795502,0.0002541866,0.9138787388801575,0.9995604157447815,0.042837947607040405,0.9397754669189453,0.9999198913574219
