epoch,loss,lr,val_loss
0,9159.76953125,0.001,4667.4169921875
1,2095.077392578125,0.001,2735.96875
2,1837.5166015625,0.001,2623.721923828125
3,1738.4942626953125,0.001,2426.93408203125
4,1626.9093017578125,0.001,2442.612548828125
5,1593.45068359375,0.001,2484.447021484375
6,1560.6170654296875,0.001,2281.81689453125
7,1511.59326171875,0.001,2293.175048828125
8,1458.4984130859375,0.001,2661.734130859375
9,1453.7684326171875,0.001,2154.705810546875
10,1399.7906494140625,0.001,2370.703125
11,1421.0811767578125,0.001,2409.877685546875
12,1361.7672119140625,0.001,2409.292724609375
13,1323.111572265625,0.00067000004,2317.971923828125
14,1311.6246337890625,0.00067000004,2435.575927734375
15,1261.8646240234375,0.00067000004,2480.5771484375
16,1258.0911865234375,0.0004489,2235.474609375
17,1222.9896240234375,0.0004489,2572.694580078125
18,1182.012939453125,0.0004489,2330.290283203125
19,1160.0609130859375,0.000300763,2571.396240234375
20,1142.1795654296875,0.000300763,2425.25
21,1140.143798828125,0.000300763,2317.723876953125
22,1104.1488037109375,0.00020151121,2585.4501953125
23,1093.865234375,0.00020151121,2590.532470703125
24,1069.60693359375,0.00020151121,2451.410400390625
25,1077.5550537109375,0.00013501251,2360.900634765625
26,1050.2366943359375,0.00013501251,2446.796142578125
27,1066.2667236328125,0.00013501251,2466.05126953125
28,1067.7354736328125,9.045838e-05,2375.7373046875
29,1048.666015625,9.045838e-05,2437.956298828125
30,1052.091064453125,9.045838e-05,2407.40185546875
31,1039.083984375,6.0607115e-05,2290.285400390625
32,1037.941162109375,6.0607115e-05,2566.51904296875
33,1057.86767578125,6.0607115e-05,2348.5439453125
34,1030.98046875,4.0606767e-05,2370.323486328125
35,1042.846435546875,4.0606767e-05,2306.770263671875
36,1038.569580078125,4.0606767e-05,2352.9091796875
37,1074.0518798828125,2.7206534e-05,2382.49951171875
38,1022.24560546875,2.7206534e-05,2362.939208984375
39,1020.768798828125,2.7206534e-05,2388.580322265625
