epoch,loss,lr,val_loss
0,10726.1171875,0.001,10194.6611328125
1,2665.927490234375,0.001,2691.20947265625
2,1606.9158935546875,0.001,2347.839599609375
3,1481.8731689453125,0.001,2243.640380859375
4,1395.6749267578125,0.001,2190.48046875
5,1348.4248046875,0.001,2123.243896484375
6,1315.587646484375,0.001,2046.932373046875
7,1266.068115234375,0.001,1968.0084228515625
8,1188.75830078125,0.001,2078.029052734375
9,1142.03955078125,0.001,1772.0738525390625
10,1100.8577880859375,0.001,1815.4835205078125
11,1044.45068359375,0.001,2451.498779296875
12,1010.4649658203125,0.001,1833.8570556640625
13,974.92626953125,0.00067000004,2114.094482421875
14,932.8102416992188,0.00067000004,2093.488525390625
15,905.120849609375,0.00067000004,2282.0419921875
16,840.8926391601562,0.0004489,2284.001708984375
17,822.3296508789062,0.0004489,2696.50390625
18,818.5732421875,0.0004489,2338.692626953125
19,788.1559448242188,0.000300763,2275.67041015625
20,779.2096557617188,0.000300763,2133.982421875
21,780.6967163085938,0.000300763,2303.06640625
22,727.3847045898438,0.00020151121,2305.0244140625
23,764.0762939453125,0.00020151121,2364.408935546875
24,724.3049926757812,0.00020151121,2297.0634765625
25,723.7123413085938,0.00013501251,2285.4306640625
26,716.8734130859375,0.00013501251,2368.94921875
27,709.1089477539062,0.00013501251,2345.016357421875
28,708.2839965820312,9.045838e-05,2399.0029296875
29,708.787109375,9.045838e-05,2356.71826171875
30,718.2258911132812,9.045838e-05,2352.965087890625
31,705.9935302734375,6.0607115e-05,2417.12744140625
32,698.8720092773438,6.0607115e-05,2334.03955078125
33,697.528076171875,6.0607115e-05,2412.496826171875
34,702.943359375,4.0606767e-05,2381.36865234375
35,696.0621948242188,4.0606767e-05,2424.3681640625
36,686.89208984375,4.0606767e-05,2435.88525390625
37,690.0885009765625,2.7206534e-05,2429.126220703125
38,706.4813842773438,2.7206534e-05,2406.5478515625
39,693.1026000976562,2.7206534e-05,2438.857421875
