epoch,loss,lr,val_loss
0,8813.6962890625,0.001,3565.232421875
1,1755.850830078125,0.001,2383.7431640625
2,1387.2525634765625,0.001,2139.239501953125
3,1349.338623046875,0.001,2346.650634765625
4,1298.500244140625,0.001,2217.180419921875
5,1257.30078125,0.001,2179.9248046875
6,1223.0225830078125,0.00067000004,2291.201416015625
7,1214.0999755859375,0.00067000004,2240.5244140625
8,1169.7794189453125,0.00067000004,2249.322021484375
9,1096.89453125,0.0004489,1875.617919921875
10,995.6259765625,0.0004489,1908.82275390625
11,965.9198608398438,0.0004489,1925.2225341796875
12,916.4806518554688,0.0004489,1995.633544921875
13,888.023193359375,0.000300763,1828.673095703125
14,880.1687622070312,0.000300763,1898.3126220703125
15,858.0850219726562,0.000300763,1840.3707275390625
16,856.2960205078125,0.000300763,1946.9259033203125
17,830.9525756835938,0.00020151121,1896.986083984375
18,823.9415893554688,0.00020151121,1867.73779296875
19,806.0531005859375,0.00020151121,1962.344970703125
20,786.343994140625,0.00013501251,1908.322265625
21,775.415771484375,0.00013501251,1930.781005859375
22,779.2108764648438,0.00013501251,1962.08935546875
23,759.5052490234375,9.045838e-05,1887.2056884765625
24,757.056396484375,9.045838e-05,1958.3427734375
25,747.128662109375,9.045838e-05,1904.9083251953125
26,742.3775024414062,6.0607115e-05,1900.2904052734375
27,757.162353515625,6.0607115e-05,1938.2357177734375
28,743.1522827148438,6.0607115e-05,1873.7412109375
29,733.2767333984375,4.0606767e-05,1909.6458740234375
30,735.7665405273438,4.0606767e-05,1905.0164794921875
31,729.4172973632812,4.0606767e-05,1936.4151611328125
32,720.5322875976562,2.7206534e-05,1935.4835205078125
33,723.4105834960938,2.7206534e-05,1934.0931396484375
34,725.1965942382812,2.7206534e-05,1915.1307373046875
35,710.0191650390625,1.8228377e-05,1902.8988037109375
36,718.9598388671875,1.8228377e-05,1918.171630859375
37,724.809326171875,1.8228377e-05,1901.3316650390625
38,716.5676879882812,1.2213012e-05,1934.8443603515625
39,704.71533203125,1.2213012e-05,1925.4190673828125
