epoch,loss,lr,val_loss
0,2015.0108642578125,0.001,1943.54736328125
1,1102.7420654296875,0.001,1827.3695068359375
2,937.465087890625,0.001,1816.9814453125
3,835.10888671875,0.001,2199.033935546875
4,763.339111328125,0.001,2013.87841796875
5,723.2748413085938,0.001,1809.7054443359375
6,631.0872192382812,0.001,2266.563720703125
7,569.3192138671875,0.001,2084.921142578125
8,546.6453857421875,0.001,1959.5799560546875
9,504.7615966796875,0.001,1966.87353515625
10,477.0999755859375,0.001,2203.9541015625
11,443.46575927734375,0.001,2021.789306640625
12,408.6383056640625,0.00067000004,2152.7578125
13,387.8269348144531,0.00067000004,2400.801025390625
14,375.2555236816406,0.00067000004,2270.058837890625
15,363.4002685546875,0.00067000004,1908.6385498046875
16,353.79150390625,0.00067000004,2122.001953125
17,335.5996398925781,0.00067000004,2222.98681640625
18,318.8821716308594,0.0004489,2044.4632568359375
19,300.7469482421875,0.0004489,2153.327880859375
20,291.3817443847656,0.0004489,2142.17724609375
21,285.20611572265625,0.0004489,2097.771240234375
22,279.6316223144531,0.0004489,2265.23681640625
