epoch,loss,lr,val_loss
0,11395.0537109375,0.001,15302.5263671875
1,8330.7001953125,0.001,7362.138671875
2,2118.3818359375,0.001,2592.272705078125
3,1282.3333740234375,0.001,2271.3291015625
4,1206.318359375,0.001,2201.140380859375
5,1174.820556640625,0.001,2224.812744140625
6,1165.0133056640625,0.001,2195.64990234375
7,1160.1773681640625,0.001,2168.241455078125
8,1150.5963134765625,0.001,2151.106689453125
9,1148.4451904296875,0.001,2149.21337890625
10,1137.4129638671875,0.001,2145.79443359375
11,1128.47216796875,0.001,2179.285400390625
12,1132.417724609375,0.001,2102.0205078125
13,1120.409423828125,0.001,2137.519775390625
14,1116.0855712890625,0.001,2124.48095703125
15,1098.3092041015625,0.001,2165.79736328125
16,1101.6904296875,0.00067000004,2110.427490234375
17,1088.391845703125,0.00067000004,2112.444091796875
18,1064.363525390625,0.00067000004,2086.6044921875
19,1059.0823974609375,0.00067000004,2165.7734375
20,1039.389404296875,0.00067000004,2138.955810546875
21,1015.9937133789062,0.00067000004,2152.201904296875
22,980.0850830078125,0.0004489,2185.845458984375
23,958.943359375,0.0004489,2065.812744140625
24,953.2008666992188,0.0004489,2155.656494140625
25,926.5614013671875,0.0004489,2188.72119140625
26,899.7821655273438,0.0004489,2092.26123046875
27,890.0491943359375,0.000300763,2045.7498779296875
28,870.8533935546875,0.000300763,2203.39013671875
29,858.45458984375,0.000300763,2160.134765625
30,847.7449951171875,0.000300763,2184.0615234375
31,837.2246704101562,0.00020151121,2191.59228515625
32,829.1957397460938,0.00020151121,2138.880126953125
33,816.9471435546875,0.00020151121,2144.920654296875
34,804.81298828125,0.00013501251,2112.015869140625
35,804.6032104492188,0.00013501251,2122.2734375
36,791.2952880859375,0.00013501251,2117.1396484375
37,795.2918090820312,9.045838e-05,2143.810302734375
38,790.975341796875,9.045838e-05,2155.726318359375
39,781.106689453125,9.045838e-05,2132.768798828125
