epoch,loss,lr,val_loss
0,10292.2265625,0.001,8299.5810546875
1,2065.8525390625,0.001,2412.968017578125
2,1433.42431640625,0.001,2177.312255859375
3,1381.1300048828125,0.001,2161.093994140625
4,1333.0784912109375,0.001,2129.955810546875
5,1270.3502197265625,0.001,2090.581787109375
6,1224.8262939453125,0.001,2110.828369140625
7,1207.2601318359375,0.001,1991.8883056640625
8,1208.3692626953125,0.001,2029.198486328125
9,1177.7982177734375,0.001,2018.564208984375
10,1165.8721923828125,0.001,1948.794677734375
11,1113.738037109375,0.001,2154.87158203125
12,1107.4078369140625,0.001,2126.766845703125
13,1069.481689453125,0.001,1977.90380859375
14,1062.09423828125,0.00067000004,1965.1927490234375
15,1041.6259765625,0.00067000004,1907.4017333984375
16,1016.5467529296875,0.00067000004,1761.9500732421875
17,958.0708618164062,0.00067000004,1714.3492431640625
18,874.4414672851562,0.00067000004,1734.663330078125
19,895.7041625976562,0.00067000004,1637.412353515625
20,858.8104858398438,0.00067000004,1710.4810791015625
21,847.6268310546875,0.00067000004,1870.662109375
22,821.7694702148438,0.00067000004,1851.071044921875
23,762.2515258789062,0.0004489,2034.338623046875
24,762.4012451171875,0.0004489,2101.95263671875
25,740.0237426757812,0.0004489,1958.3634033203125
26,734.8551635742188,0.000300763,1950.3944091796875
27,725.875732421875,0.000300763,1840.906982421875
28,714.4397583007812,0.000300763,1952.7734375
29,690.0050659179688,0.00020151121,1882.42431640625
30,704.5770263671875,0.00020151121,1890.8668212890625
31,680.4766235351562,0.00020151121,2003.4686279296875
32,678.408203125,0.00013501251,1986.5040283203125
33,667.606201171875,0.00013501251,1985.4193115234375
34,667.0975341796875,0.00013501251,1950.8016357421875
35,663.22998046875,9.045838e-05,1977.2391357421875
36,646.2636108398438,9.045838e-05,2029.864501953125
37,650.6900024414062,9.045838e-05,1966.2125244140625
38,659.9983520507812,6.0607115e-05,2033.597412109375
39,653.17822265625,6.0607115e-05,1954.8736572265625
