epoch,loss,lr,signal_efficiency,specificity_at_sensitivity_12,val_loss,val_signal_efficiency,val_specificity_at_sensitivity_12
0,0.4109300673007965,0.001,0.12049507349729538,0.22619666159152985,0.3524770438671112,0.4294443726539612,0.5201528668403625
1,0.2548299729824066,0.001,0.5463343262672424,0.6765691637992859,0.23503713309764862,0.6203495860099792,0.8114796280860901
2,0.19801002740859985,0.001,0.6760187149047852,0.8595690131187439,0.1840572953224182,0.7193121910095215,0.918787956237793
3,0.15991315245628357,0.001,0.7508830428123474,0.9415441751480103,0.1526925265789032,0.7838567495346069,0.9662555456161499
4,0.1335911601781845,0.00090000004,0.8024007081985474,0.9778279066085815,0.13178521394729614,0.8240443468093872,0.9858306646347046
5,0.11467738449573517,0.00090000004,0.836487352848053,0.9902611970901489,0.11391521245241165,0.853602409362793,0.9931355714797974
6,0.09958028048276901,0.00090000004,0.8579674363136292,0.9948622584342957,0.09958136826753616,0.8770214319229126,0.9972713589668274
7,0.08817236125469208,0.00081000006,0.8710334897041321,0.9968146085739136,0.08838474005460739,0.8891288638114929,0.9983639717102051
8,0.08028731495141983,0.00081000006,0.8813714981079102,0.997870683670044,0.07807918637990952,0.8995310664176941,0.9989760518074036
9,0.07378214597702026,0.00081000006,0.8871148228645325,0.9983216524124146,0.07027563452720642,0.90953528881073,0.9993306994438171
10,0.06934049725532532,0.0007290001,0.8942652940750122,0.9986242055892944,0.06510346382856369,0.9152195453643799,0.9995423555374146
11,0.06564357876777649,0.0007290001,0.8962180018424988,0.9987726807594299,0.06164340674877167,0.9178911447525024,0.9995938539505005
12,0.06282975524663925,0.0007290001,0.898745059967041,0.9989267587661743,0.05792085453867912,0.9227796196937561,0.999702513217926
13,0.06073719635605812,0.00065610005,0.8993194103240967,0.9989781379699707,0.062205661088228226,0.9213585257530212,0.9996854066848755
14,0.059057798236608505,0.00065610005,0.9019326567649841,0.9991379976272583,0.05679771676659584,0.924229085445404,0.9997597336769104
15,0.058162394911050797,0.00065610005,0.9004106521606445,0.999040961265564,0.05827039107680321,0.9256216883659363,0.9997826218605042
16,0.05670684203505516,0.00059049006,0.9027653932571411,0.9991437196731567,0.053394120186567307,0.9286912083625793,0.9998112320899963
17,0.05521492660045624,0.00059049006,0.9062975645065308,0.9992921352386475,0.05548826605081558,0.9288617372512817,0.9998169541358948
18,0.055103849619627,0.00059049006,0.9019326567649841,0.9990580677986145,0.05544036254286766,0.9292027950286865,0.9998169541358948
19,0.05358641967177391,0.00053144107,0.9041150808334351,0.999229371547699,0.05351410061120987,0.9305101633071899,0.9998341202735901
20,0.05363936349749565,0.00053144107,0.906268835067749,0.9992635846138,0.050401218235492706,0.9324996471405029,0.999845564365387
21,0.053106192499399185,0.00053144107,0.9053786396980286,0.9992693066596985,0.053777873516082764,0.9317891001701355,0.999845564365387
22,0.05268115550279617,0.00047829695,0.9087672233581543,0.9994006156921387,0.051759179681539536,0.9322154521942139,0.9998570084571838
23,0.05250868573784828,0.00047829695,0.9084513187408447,0.9993720650672913,0.04984723776578903,0.9337217807769775,0.9998741745948792
24,0.05182000994682312,0.00047829695,0.9094563722610474,0.9993720650672913,0.04947154223918915,0.933920681476593,0.9998913407325745
25,0.052497148513793945,0.00043046725,0.9079344272613525,0.9992978572845459,0.04949129372835159,0.934176504611969,0.9998741745948792
26,0.05190999433398247,0.00043046725,0.9077621102333069,0.9993149638175964,0.055247168987989426,0.9322722554206848,0.9998570084571838
27,0.050865598022937775,0.00043046725,0.908422589302063,0.9993606209754944,0.04858597740530968,0.9356828331947327,0.9998970627784729
28,0.05080685392022133,0.00038742053,0.9096861481666565,0.9993720650672913,0.04554269090294838,0.9366491436958313,0.9999027252197266
29,0.051015473902225494,0.00038742053,0.910030722618103,0.9994405508041382,0.05383261293172836,0.9341196417808533,0.9998798966407776
30,0.05084681510925293,0.00038742053,0.9099445939064026,0.9993891716003418,0.04828353226184845,0.9365070462226868,0.9999027252197266
31,0.050357598811388016,0.00034867847,0.9120121598243713,0.9994519948959351,0.04921197518706322,0.9363933205604553,0.9999027252197266
32,0.050120968371629715,0.00034867847,0.9117249846458435,0.9993834495544434,0.05102270096540451,0.9359385967254639,0.9998970627784729
33,0.049697186797857285,0.00034867847,0.9111219644546509,0.9994633793830872,0.048860933631658554,0.9368765354156494,0.9999027252197266
34,0.050361961126327515,0.00031381063,0.9098584055900574,0.9993777871131897,0.05065483972430229,0.9366491436958313,0.9999027252197266
35,0.05034773051738739,0.00031381063,0.9085661768913269,0.9993435144424438,0.05385391786694527,0.935910165309906,0.9999027252197266
36,0.05053316429257393,0.00031381063,0.9094277024269104,0.9993891716003418,0.0534052848815918,0.9360806941986084,0.999908447265625
37,0.05062306299805641,0.00028242957,0.909628689289093,0.9993720650672913,0.056389134377241135,0.9351428151130676,0.9999027252197266
38,0.04929148033261299,0.00028242957,0.9117249846458435,0.9994405508041382,0.04899390786886215,0.9374164938926697,0.999908447265625
39,0.04869144782423973,0.00028242957,0.9154582023620605,0.9995262026786804,0.047251518815755844,0.9388660192489624,0.9999141693115234
