epoch,loss,lr,val_loss
0,10744.736328125,0.001,10323.1328125
1,2424.42724609375,0.001,2474.971435546875
2,1414.537109375,0.001,2296.035400390625
3,1331.4007568359375,0.001,2217.69384765625
4,1328.625244140625,0.001,2175.993408203125
5,1297.0133056640625,0.001,2237.0048828125
6,1271.655029296875,0.001,2113.146728515625
7,1237.65576171875,0.001,2129.478271484375
8,1203.86181640625,0.001,2084.70556640625
9,1140.656494140625,0.001,2100.204345703125
10,1056.3399658203125,0.001,2118.55419921875
11,961.9517211914062,0.001,1870.3287353515625
12,897.3645629882812,0.001,2112.446044921875
13,859.41064453125,0.001,1965.96435546875
14,814.8948974609375,0.001,2011.853759765625
15,785.4813232421875,0.00067000004,2289.68212890625
16,746.8809204101562,0.00067000004,2059.310791015625
17,744.40576171875,0.00067000004,2056.130126953125
18,727.1878662109375,0.0004489,1976.6343994140625
19,715.5708618164062,0.0004489,2069.3759765625
20,699.3174438476562,0.0004489,2142.5400390625
21,686.1814575195312,0.000300763,2130.48876953125
22,676.8460083007812,0.000300763,2187.646728515625
23,679.8573608398438,0.000300763,2055.045654296875
24,662.1586303710938,0.00020151121,2097.00537109375
25,668.9309692382812,0.00020151121,2152.900390625
26,664.2276611328125,0.00020151121,2202.57421875
27,640.9249877929688,0.00013501251,2125.83984375
28,651.0126342773438,0.00013501251,2188.221923828125
29,645.0547485351562,0.00013501251,2119.730224609375
30,629.1279907226562,9.045838e-05,2120.0869140625
31,643.2471923828125,9.045838e-05,2140.453857421875
32,630.0235595703125,9.045838e-05,2147.885986328125
33,624.9949951171875,6.0607115e-05,2144.374267578125
34,634.059814453125,6.0607115e-05,2110.84130859375
35,626.7919311523438,6.0607115e-05,2149.320068359375
36,633.8225708007812,4.0606767e-05,2130.390625
37,634.6280517578125,4.0606767e-05,2152.1953125
38,632.480224609375,4.0606767e-05,2113.014892578125
39,629.4334716796875,2.7206534e-05,2114.242431640625
